edition_text,name,notice_category,notice_code,notice_deadline,notice_id,notice_specifics,notice_timeline,notice_type,publication_date
The London Gazette,OSCAR FABER PLC,Corporate Insolvency,2432,,4570411,"Appointment of Liquidators,Tower Hamlets,Tunbridge Wells,E1 8FA,51.514772,-0.072095,TN1 1EE,51.134985,0.262526,2024-02-23,2024-02-27,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570411,Name of Company: ,OSCAR FABER PLC,Company Number: ,01723740,Registered office: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Principal trading address: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Nature of Business: ,70100 - Activities of head offices,Type of Liquidation: ,Member's Voluntary,Date of Appointment: ,23 February 2024,Joint Liquidator's Name and Address: ,Steven Edwards ,(IP No. 26090) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,Joint Liquidator's Name and Address: ,Vincent John Green ,(IP No. 09416) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,For further information contact ,Gemma Brazier ,at the offices of Crowe U.K. LLP on 01892 700200, or recoverysolutions@crowe.co.uk.         ,By whom Appointed: ,Members,27 February 2024","Notice timeline for OSCAR FABER PLC (01723740),4570400 ,Resolutions for Winding-up,06/03/2024,Appointment of Liquidators,06/03/2024,4570410 ,Notices to Creditors,06/03/2024",Appointment of Liquidators,"6 March 2024, 10:20"
The London Gazette,OSCAR FABER TRUSTEES LIMITED,Corporate Insolvency,2433,,4570412,"Notices to Creditors,Tower Hamlets,Tunbridge Wells,E1 8FA,51.514772,-0.072095,TN1 1EE,51.134985,0.262526,the Insolvency (England and Wales) Rules 2016,2024-02-21,2024-02-27,2024-03-06,2024-03-27,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570412,OSCAR FABER TRUSTEES LIMITED,(Company Number ,02706993,)        ,Registered office: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Principal trading address: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Nature of Business: 74990 - Non-trading company.,Final Date For Submission: ,27 March 2024.,Notice is hereby given, pursuant to Rule 14.28 of the Insolvency (England and Wales)       Rules 2016, that the joint liquidators of the Company named above (in members’ voluntary       liquidation) intend to make final distributions to creditors. Creditors are required       to prove their debts on or before the final date for submission specified in this       notice by sending full details of their claims to the joint liquidators. Creditors       must also, if so requested by the joint liquidators, provide such further details       and documentary evidence to support their claims as the joint liquidators deem necessary.        ,The intended distributions are final distributions and may be made without regard       to any claims not proved by the final date for submission specified in this notice.       Any creditor who has not proved their debt by that date, or who increases the claim       in their proof after that date, will not be entitled to disturb the intended final       distributions. The joint liquidators intend that, after paying or providing for final       distributions in respect of creditors who have proved their claims, all funds remaining       in the joint liquidators’ hands following the final distributions to creditors shall       be distributed to the shareholders of the Company absolutely.        ,The directors have made a statutory declaration that the Company is able to pay all       known liabilities in full.        ,Date of Appointment:         			21 February 2024,Joint Liquidator's Name and Address: ,Steven Edwards ,(IP No. 26090) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,Joint Liquidator's Name and Address: ,Vincent John Green ,(IP No. 09416) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,For further information contact ,Emily Gillett ,at the offices of Crowe U.K. LLP on 01892 700 200, or recoverysolutions@crowe.co.uk.         ,27 February 2024","Notice timeline for OSCAR FABER TRUSTEES LIMITED (02706993),Notices to Creditors,06/03/2024,4570414 ,Resolutions for Winding-up,06/03/2024,4570413 ,Appointment of Liquidators,06/03/2024",Notices to Creditors,"6 March 2024, 10:20"
The London Gazette,FREDERIC R. HARRIS LIMITED,Corporate Insolvency,2431,,4570403,"Resolutions for Winding-up,Tower Hamlets,Tunbridge Wells,E1 8FA,51.514772,-0.072095,TN1 1EE,51.134985,0.262526,2024-02-21,2024-02-27,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570403,FREDERIC R. HARRIS LIMITED,(Company Number ,00889592,)        ,Registered office: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Principal trading address: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Place of meeting:       ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA.        ,Date of meeting:       ,21 February 2024.         ,Time of meeting:       ,5:35 pm.               ,At an extraordinary general meeting of the members of the above-named Company, duly       convened and held at the place, time and on the date specified above, the following       resolutions were passed as a special resolution, and an ordinary resolution respectively:       that the Company be wound up voluntarily, and the Joint Liquidators be appointed.        ,Date of Appointment:         21 February 2024,Joint Liquidator's Name and Address: ,Steven Edwards ,(IP No. 26090) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,Joint Liquidator's Name and Address: ,Vincent John Green ,(IP No. 09416) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,For further information contact ,Gemma Brazier ,at the offices of Crowe U.K. LLP on 01892 700200, or recoverysolutions@crowe.co.uk.         ,27 February 2024","Notice timeline for FREDERIC R. HARRIS LIMITED (00889592),4570402 ,Appointment of Liquidators,06/03/2024,Resolutions for Winding-up,06/03/2024,4570401 ,Notices to Creditors,06/03/2024",Resolutions for Winding-up,"6 March 2024, 10:20"
The London Gazette,SCHUMANN SMITH LIMITED,Corporate Insolvency,2433,,4570404,"Notices to Creditors,Tower Hamlets,Tunbridge Wells,E1 8FA,51.514772,-0.072095,TN1 1EE,51.134985,0.262526,the Insolvency (England and Wales) Rules 2016,2024-02-21,2024-02-27,2024-03-06,2024-03-27,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570404,SCHUMANN SMITH LIMITED,(Company Number ,02213394,)        ,Registered office: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Principal trading address: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Nature of Business: 71129 - Other engineering activities.,Final Date For Submission: ,27 March 2024.,Notice is hereby given, pursuant to Rule 14.28 of the Insolvency (England and Wales)       Rules 2016, that the joint liquidators of the Company named above (in members’ voluntary       liquidation) intend to make final distributions to creditors. Creditors are required       to prove their debts on or before the final date for submission specified in this       notice by sending full details of their claims to the joint liquidators. Creditors       must also, if so requested by the joint liquidators, provide such further details       and documentary evidence to support their claims as the joint liquidators deem necessary.        ,The intended distributions are final distributions and may be made without regard       to any claims not proved by the final date for submission specified in this notice.       Any creditor who has not proved their debt by that date, or who increases the claim       in their proof after that date, will not be entitled to disturb the intended final       distributions. The joint liquidators intend that, after paying or providing for final       distributions in respect of creditors who have proved their claims, all funds remaining       in the joint liquidators’ hands following the final distributions to creditors shall       be distributed to the shareholders of the Company absolutely.        ,The directors have made a statutory declaration that the Company is able to pay all       known liabilities in full.        ,Date of Appointment:         			21 February 2024,Joint Liquidator's Name and Address: ,Steven Edwards ,(IP No. 26090) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,Joint Liquidator's Name and Address: ,Vincent John Green ,(IP No. 09416) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,For further information contact ,Gemma Brazier ,at the offices of Crowe U.K. LLP on 01892 700200, or recoverysolutions@crowe.co.uk.         ,27 February 2024","Notice timeline for SCHUMANN SMITH LIMITED (02213394),4570406 ,Resolutions for Winding-up,06/03/2024,Notices to Creditors,06/03/2024,4570405 ,Appointment of Liquidators,06/03/2024",Notices to Creditors,"6 March 2024, 10:20"
The London Gazette,SCHUMANN SMITH LIMITED,Corporate Insolvency,2432,,4570405,"Appointment of Liquidators,Tower Hamlets,Tunbridge Wells,E1 8FA,51.514772,-0.072095,TN1 1EE,51.134985,0.262526,2024-02-21,2024-02-27,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570405,Name of Company: ,SCHUMANN SMITH LIMITED,Company Number: ,02213394,Registered office: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Principal trading address: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Nature of Business: ,71129 - Other engineering activities,Type of Liquidation: ,Member's Voluntary,Date of Appointment: ,21 February 2024,Joint Liquidator's Name and Address: ,Steven Edwards ,(IP No. 26090) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,Joint Liquidator's Name and Address: ,Vincent John Green ,(IP No. 09416) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,For further information contact ,Gemma Brazier ,at the offices of Crowe U.K. LLP on 01892 700200, or recoverysolutions@crowe.co.uk.         ,By whom Appointed: ,Members,27 February 2024","Notice timeline for SCHUMANN SMITH LIMITED (02213394),4570406 ,Resolutions for Winding-up,06/03/2024,4570404 ,Notices to Creditors,06/03/2024,Appointment of Liquidators,06/03/2024",Appointment of Liquidators,"6 March 2024, 10:20"
The London Gazette,FREDERIC R. HARRIS LIMITED,Corporate Insolvency,2432,,4570402,"Appointment of Liquidators,Tower Hamlets,Tunbridge Wells,E1 8FA,51.514772,-0.072095,TN1 1EE,51.134985,0.262526,2024-02-21,2024-02-27,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570402,Name of Company: ,FREDERIC R. HARRIS LIMITED,Company Number: ,00889592,Registered office: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Principal trading address: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Nature of Business: ,74990 - Non-trading company,Type of Liquidation: ,Member's Voluntary,Date of Appointment: ,21 February 2024,Joint Liquidator's Name and Address: ,Steven Edwards ,(IP No. 26090) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,Joint Liquidator's Name and Address: ,Vincent John Green ,(IP No. 09416) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,For further information contact ,Emily Gillett ,at the offices of Crowe U.K. LLP on 01892 700 200, or recoverysolutions@crowe.co.uk.         ,By whom Appointed: ,Members,27 February 2024","Notice timeline for FREDERIC R. HARRIS LIMITED (00889592),Appointment of Liquidators,06/03/2024,4570403 ,Resolutions for Winding-up,06/03/2024,4570401 ,Notices to Creditors,06/03/2024",Appointment of Liquidators,"6 March 2024, 10:20"
The London Gazette,OSCAR FABER PLC,Corporate Insolvency,2431,,4570400,"Resolutions for Winding-up,Tower Hamlets,Tunbridge Wells,E1 8FA,51.514772,-0.072095,TN1 1EE,51.134985,0.262526,2024-02-23,2024-02-28,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570400,OSCAR FABER PLC,(Company Number ,01723740,)        ,Registered office: ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE,Principal trading address: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Place of meeting:       ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA.        ,Date of meeting:       ,23 February 2024.         ,Time of meeting:       ,4:55 pm.               ,At an extraordinary general meeting of the members of the above-named Company, duly       convened and held at the place, time and on the date specified above, the following       resolutions were passed as a special resolution, and an ordinary resolution respectively:       that the Company be wound up voluntarily, and the Joint Liquidators be appointed.        ,Date of Appointment:         23 February 2024,Joint Liquidator's Name and Address: ,Steven Edwards ,(IP No. 26090) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,Joint Liquidator's Name and Address: ,Vincent John Green ,(IP No. 09416) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,For further information contact ,Emily Gillett ,at the offices of Crowe U.K. LLP on 01892 700 200, or recoverysolutions@crowe.co.uk.         ,28 February 2024","Notice timeline for OSCAR FABER PLC (01723740),Resolutions for Winding-up,06/03/2024,4570411 ,Appointment of Liquidators,06/03/2024,4570410 ,Notices to Creditors,06/03/2024",Resolutions for Winding-up,"6 March 2024, 10:20"
The London Gazette,SCHUMANN SMITH LIMITED,Corporate Insolvency,2431,,4570406,"Resolutions for Winding-up,Tower Hamlets,Tunbridge Wells,E1 8FA,51.514772,-0.072095,TN1 1EE,51.134985,0.262526,2024-02-21,2024-02-27,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570406,SCHUMANN SMITH LIMITED,(Company Number ,02213394,)        ,Registered office: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Principal trading address: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Place of meeting:       ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA.        ,Date of meeting:       ,21 February 2024.         ,Time of meeting:       ,5:55 pm.               ,At an extraordinary general meeting of the members of the above-named Company, duly       convened and held at the place, time and on the date specified above, the following       resolutions were passed as a special resolution, and an ordinary resolution respectively:       that the Company be wound up voluntarily, and the Joint Liquidators be appointed.        ,Date of Appointment:         21 February 2024,Joint Liquidator's Name and Address: ,Steven Edwards ,(IP No. 26090) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,Joint Liquidator's Name and Address: ,Vincent John Green ,(IP No. 09416) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,For further information contact ,Emily Gillett ,at the offices of Crowe U.K. LLP on 01892 700 200, or recoverysolutions@crowe.co.uk.         ,27 February 2024","Notice timeline for SCHUMANN SMITH LIMITED (02213394),Resolutions for Winding-up,06/03/2024,4570404 ,Notices to Creditors,06/03/2024,4570405 ,Appointment of Liquidators,06/03/2024",Resolutions for Winding-up,"6 March 2024, 10:10"
The London Gazette,LIQUIDITY LABS LTD,Companies & Financial Regulation,2603,,4567450,"Notice of Disclaimer,City of Westminster,Castell-nedd Port Talbot - Neath Port Talbot,SA11 3EN,51.66375,-3.80366,WC1A 9HG,51.517134,-0.134218,COMPANIES ACT 2006,Companies Act 2006,COMPANIES ACT 2006, s. 1013,Companies Act 2006, s. 1013,2022-11-30,2024-02-01,2024-03-01,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4567450,NOTICE OF DISCLAIMER UNDER SECTION 1013 OF THE COMPANIES ACT 2006,DISCLAIMER OF WHOLE OF THE PROPERTY,T S ref: BV22402489/1/JZM,1,In this notice the following shall apply:,Company Name: ,LIQUIDITY LABS LTD,Company Number: ,13767617,Interest: leasehold,Lease: Lease dated 30 November 2022 and made between Richard Morgan And Company Limited       (1) and Liquidity Labs Ltd (2)        ,Property: The Property situated at 54 Wind Street, Neath SA11 3EN being the land comprised       in and demised by the above mentioned Lease        ,Treasury Solicitor: The Solicitor for the Affairs of Her Majesty's Treasury of PO       Box 70165, London WC1A 9HG (DX 123240 Kingsway).        ,2,In pursuance of the powers granted by Section 1013 of the Companies Act 2006, the          Treasury Solicitor as nominee for the Crown (in whom the property and rights of the          Company vested when the Company was dissolved) hereby disclaims the Crown`s title          (if any) in the property, the vesting of the property having come to his notice on          1 February 2024.,Assistant Treasury Solicitor,1 March 2024",,Notice of Disclaimer,"6 March 2024, 10:20"
The London Gazette,DAVID BROUGH MOTOR ENGINEERING LTD.,Corporate Insolvency,2443,,4570387,"Appointment of Liquidators,Trafford,York,M33 2DH,53.424245,-2.317015,YO23 2TX,53.905321,-1.110007,2024-02-29,2024-03-01,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570387,Name of Company: ,DAVID BROUGH MOTOR ENGINEERING LTD.,Company Number: ,04908227,Registered office: ,C/O KBL Advisory Limited, Stamford House, Northenden Road, Sale, Cheshire, M33 2DH,Previous Name of Company: ,HOLGATE BRIDGE SERVICE STATION LIMITED                ,Principal trading address: ,Unit 8, Acaster Estates, York, North Yorkshire, YO23 2TX,Type of Liquidation: ,Creditors Voluntary Liquidation,Date of Appointment: ,29 February 2024,By whom Appointed: ,Members and Creditors,Joint Liquidator's Name and Address: ,Richard,Cole,(IP No. ,26070,), of ,KBL Advisory Limited,, ,Stamford House, Northenden Road, Sale, Cheshire, M33 2DH,. ,Joint Liquidator's Name and Address: ,Steve,Kenny,(IP No. ,24030,), of ,KBL Advisory Limited,, ,Stamford House, Northenden Road, Sale, Cheshire, M33 2DH,.        ,For further information contact ,Joanne ,Bate ,at the offices of KBL Advisory Limited on ,0161 637 8100,, or ,joanne@kbl-advisory.com,. ,1 March 2024","Notice timeline for DAVID BROUGH MOTOR ENGINEERING LTD. (04908227),4560047 ,Meetings of Creditors,22/02/2024,4570386 ,Resolutions for Winding-up,06/03/2024,Appointment of Liquidators,06/03/2024",Appointment of Liquidators,"6 March 2024, 10:20"
The London Gazette,KIRKLESS HALL PUB LTD,Corporate Insolvency,2441,,4570396,"Resolutions for Winding-up,Manchester,Wigan,M1 3BE,53.480469,-2.234902,M21 7SA,53.432741,-2.268613,WN2 1JW,53.55547,-2.594444,2024-02-27,2024-02-29,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570396,KIRKLESS HALL PUB LTD,(Company Number ,14315268,)        ,Registered office: ,651a Mauldeth Road West, Chorlton Cum Hardy, Manchester, M21 7SA,Principal trading address: ,Kirkless Hall Inn, Aspull, Wigan, WN2 1JW,Nature of Business: Licenced Public House.,Type of Liquidation: Creditors' Voluntary.,Place of meeting: ,Virtually Via GoToMeetings.,Date of meeting: ,27 February 2024.,Notice is given that at a General Meeting of the Company, duly convened and held at       the place and on the date given above, a special resolution was passed that the company       be wound up voluntarily; and an ordinary resolution was passed appointing the Liquidator       for the purposes of the winding-up.        ,Date of Appointment:         			27 February 2024,Liquidator's Name and Address: ,Gareth Howarth ,(IP No. 18816) , of Path Business Recovery Limited, ,2nd Floor, 9 Portland Street, Manchester, M1 3BE. ,Telephone: 0161 413 0999. ,For further information contact ,George Blake ,at the offices of Path Business Recovery Limited on ,0161 413 0999,, or ,george.blake@pathbr.co.uk,. ,29 February 2024","Notice timeline for KIRKLESS HALL PUB LTD (14315268),4570395 ,Appointment of Liquidators,06/03/2024,Resolutions for Winding-up,06/03/2024",Resolutions for Winding-up,"6 March 2024, 10:10"
The London Gazette,BASING VIEW INVESTMENTS LIMITED,Corporate Insolvency,2432,,4570398,"Appointment of Liquidators,Tower Hamlets,Tunbridge Wells,E1 8FA,51.514772,-0.072095,TN1 1EE,51.134985,0.262526,2024-02-21,2024-02-26,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570398,Name of Company: ,BASING VIEW INVESTMENTS LIMITED,Company Number: ,03022390,Registered office: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Principal trading address: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Nature of Business: ,74901 - Environmental consulting activities,Type of Liquidation: ,Member's Voluntary,Date of Appointment: ,21 February 2024,Joint Liquidator's Name and Address: ,Steven Edwards ,(IP No. 26090) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,Joint Liquidator's Name and Address: ,Vincent John Green ,(IP No. 09416) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,For further information contact ,Emily Gillett ,at the offices of Crowe U.K. LLP on 01892 700 200, or recoverysolutions@crowe.co.uk.         ,By whom Appointed: ,Members,26 February 2024","Notice timeline for BASING VIEW INVESTMENTS LIMITED (03022390),4570397 ,Notices to Creditors,06/03/2024,Appointment of Liquidators,06/03/2024,4570399 ,Resolutions for Winding-up,06/03/2024",Appointment of Liquidators,"6 March 2024, 10:10"
The London Gazette,BASING VIEW INVESTMENTS LIMITED,Corporate Insolvency,2431,,4570399,"Resolutions for Winding-up,Tower Hamlets,Tunbridge Wells,E1 8FA,51.514772,-0.072095,TN1 1EE,51.134985,0.262526,2024-02-21,2024-02-26,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570399,BASING VIEW INVESTMENTS LIMITED,(Company Number ,03022390,)        ,Registered office: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Principal trading address: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Place of meeting:       ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA.        ,Date of meeting:       ,21 February 2024.         ,Time of meeting:       ,4:15 pm.               ,At an extraordinary general meeting of the members of the above-named Company, duly       convened and held at the place, time and on the date specified above, the following       resolutions were passed as a special resolution, and an ordinary resolution respectively:       that the Company be wound up voluntarily, and the Joint Liquidators be appointed.        ,Date of Appointment:         21 February 2024,Joint Liquidator's Name and Address: ,Steven Edwards ,(IP No. 26090) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,Joint Liquidator's Name and Address: ,Vincent John Green ,(IP No. 09416) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,For further information contact ,Emily Gillett ,at the offices of Crowe U.K. LLP on 01892 700 200, or recoverysolutions@crowe.co.uk.         ,26 February 2024","Notice timeline for BASING VIEW INVESTMENTS LIMITED (03022390),4570397 ,Notices to Creditors,06/03/2024,4570398 ,Appointment of Liquidators,06/03/2024,Resolutions for Winding-up,06/03/2024",Resolutions for Winding-up,"6 March 2024, 10:10"
The London Gazette,MUS (UK) LIMITED,Corporate Insolvency,2443,,4570393,"Appointment of Liquidators,Bolton,Cheshire East,BL6 4SD,53.577272,-2.53446,SK11 9HS,53.20639,-2.255694,2024-02-29,2024-03-01,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570393,Name of Company: ,MUS (UK) LIMITED,Trading Name: ,T/A MUS,Company Number: ,04601297,Registered office: ,Cowgills Limited, Fourth Floor Unit 5B, The Parklands, Bolton, BL6 4SD,Principal trading address: ,Sandpit Farm, Messuage Lane, Marton, Macclesfield, SK11 9HS,Nature of Business: ,46770 - wholesale of waste and scrap,Type of Liquidation: ,Creditors' Voluntary,Date of Appointment: ,29 February 2024,By whom Appointed: ,Members and creditors,Joint Liquidator's Name and Address: ,Craig Johns,(IP No. ,013152,), of ,Cowgills Limited,, ,Fourth Floor Unit 5B, The Parklands, Bolton, BL6 4SD,. ,Telephone: 0161 827 1200. ,Joint Liquidator's Name and Address: ,Jason Mark Elliott,(IP No. ,9496,), of ,Cowgills Limited,, ,Fourth Floor Unit 5B, The Parklands, Bolton, BL6 4SD,. ,Telephone: 0161 827 1200. ,For further information contact ,Katie Parker ,at the offices of Cowgills Limited on ,0161 672 5763,, or ,Katie.Parker@cowgills.co.uk,. ,1 March 2024","Notice timeline for MUS (UK) LIMITED (04601297),Appointment of Liquidators,06/03/2024,4570394 ,Resolutions for Winding-up,06/03/2024",Appointment of Liquidators,"6 March 2024, 10:10"
The London Gazette,KIRKLESS HALL PUB LTD,Corporate Insolvency,2443,,4570395,"Appointment of Liquidators,Manchester,Wigan,M1 3BE,53.480469,-2.234902,M21 7SA,53.432741,-2.268613,WN2 1JW,53.55547,-2.594444,2024-02-27,2024-02-29,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570395,Name of Company: ,KIRKLESS HALL PUB LTD,Company Number: ,14315268,Registered office: ,651a Mauldeth Road West, Chorlton Cum Hardy, Manchester, M21 7SA,Principal trading address: ,Kirkless Hall Inn, Aspull, Wigan, WN2 1JW,Nature of Business: ,Licenced Public House,Type of Liquidation: ,Creditors' Voluntary,Date of Appointment: ,27 February 2024,By whom Appointed: ,Members and Creditors,Liquidator's name and address: ,Gareth Howarth ,(IP No. 18816) , of Path Business Recovery Limited, ,2nd Floor, 9 Portland Street, Manchester, M1 3BE. ,Telephone: 0161 413 0999. ,For further information contact ,George Blake ,at the offices of Path Business Recovery Limited on ,0161 413 0999,, or ,george.blake@pathbr.co.uk,. ,29 February 2024","Notice timeline for KIRKLESS HALL PUB LTD (14315268),Appointment of Liquidators,06/03/2024,4570396 ,Resolutions for Winding-up,06/03/2024",Appointment of Liquidators,"6 March 2024, 10:10"
The London Gazette,MUS (UK) LIMITED,Corporate Insolvency,2431,,4570394,"Resolutions for Winding-up,Bolton,Cheshire East,BL6 4SD,53.577272,-2.53446,SK11 9HS,53.20639,-2.255694,2024-02-29,2024-03-01,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570394,MUS (UK) LIMITED,Trading Name: ,T/A MUS,(Company Number ,04601297,)        ,Registered office: ,Cowgills Limited, Fourth Floor Unit 5B, The Parklands, Bolton, BL6 4SD,Principal trading address: ,Sandpit Farm, Messuage Lane, Marton, Macclesfield, SK11 9HS,Notice is given that by written resolutions, the members of the company passed a special       resolution that the company be wound up voluntarily, and an ordinary resolution appointing       the Joint Liquidators for the purposes of the winding-up. The requisite voting majority       was received on 29 February 2024        ,Alistair Cussons Goodwin, Director.,Date of Appointment:         29 February 2024,Joint Liquidator's Name and Address: ,Craig Johns ,(IP No. 013152) , of Cowgills Limited, ,Fourth Floor Unit 5B, The Parklands, Bolton, BL6 4SD. ,Telephone: 0161 827 1200. ,Joint Liquidator's Name and Address: ,Jason Mark Elliott ,(IP No. 9496) , of Cowgills Limited, ,Fourth Floor Unit 5B, The Parklands, Bolton, BL6 4SD. ,Telephone: 0161 827 1200. ,For further information contact ,Katie Parker ,at the offices of Cowgills Limited on ,0161 672 5763,, or ,Katie.Parker@cowgills.co.uk,. ,1 March 2024","Notice timeline for MUS (UK) LIMITED (04601297),4570393 ,Appointment of Liquidators,06/03/2024,Resolutions for Winding-up,06/03/2024",Resolutions for Winding-up,"6 March 2024, 10:10"
